berthage,avg_parking_time
211151.0,2951
211036.0,3480
211055.0,3798
211203.0,3991
211272.0,3562
211110.0,4171
211118.0,3246
211135.0,2558
211080.0,4006
211099.0,4080
211040.0,3442
211057.0,3380
211139.0,2498
211144.0,3386
211258.0,3174
211039.0,4414
211042.0,3438
211262.0,3052
211286.0,2280
211084.0,3753
211037.0,3820
211122.0,3415
211186.0,4028
211271.0,3628
211108.0,4289
211176.0,4542
211171.0,5343
211115.0,3986
211238.0,3613
211241.0,4100
211252.0,3037
211076.0,4025
211082.0,3748
211167.0,3466
211170.0,3393
211245.0,3818
211231.0,3809
211181.0,4409
211187.0,4160
211177.0,5142
211060.0,3811
211067.0,3615
211114.0,4279
211199.0,3987
211131.0,3006
211283.0,2526
211164.0,3418
211056.0,3764
211074.0,3990
211078.0,4140
211247.0,3329
211263.0,2958
211053.0,3697
211137.0,2402
211190.0,3793
211189.0,4108
211192.0,3371
211133.0,3128
211244.0,3739
211109.0,6517
211204.0,4395
211207.0,4554
211198.0,4555
211206.0,4670
211157.0,2669
211064.0,3402
211141.0,2516
211273.0,3661
211185.0,4315
211234.0,3709
211285.0,2639
211120.0,3508
211275.0,3516
211148.0,3371
211116.0,3772
211165.0,3732
211227.0,2956
211229.0,3157
211088.0,3710
211152.0,2942
211239.0,3589
211124.0,3351
211143.0,3160
211089.0,3859
211134.0,3067
211282.0,2922
211083.0,3251
211184.0,4751
211183.0,4411
211280.0,3014
211111.0,4145
211230.0,3344
211117.0,3491
211224.0,3214
211049.0,3360
211228.0,3537
211087.0,10230
211156.0,2655
211059.0,3703
211065.0,2940
211132.0,3227
211248.0,3515
211038.0,3788
211162.0,3218
211243.0,3690
211168.0,3539
211201.0,4618
211223.0,3101
211277.0,3284
211195.0,4095
211226.0,3335
211075.0,3805
211279.0,2900
211119.0,2953
211154.0,2929
211068.0,4365
211274.0,3697
211123.0,3401
211159.0,2889
211166.0,3690
211121.0,3108
211147.0,3614
211063.0,3146
211259.0,3132
211169.0,3541
211047.0,3336
211261.0,2917
211289.0,2382
211048.0,3610
211077.0,5893
211155.0,2615
211046.0,2848
211278.0,2701
211281.0,2716
211200.0,4551
211251.0,2868
211205.0,4782
211237.0,3620
211044.0,3320
211182.0,4533
211086.0,5908
211175.0,4947
211208.0,4170
211256.0,3638
211041.0,4499
211149.0,2775
211249.0,3146
211085.0,6924
211180.0,4140
211250.0,3043
211100.0,3072
211284.0,2453
211071.0,4507
211221.0,2732
211265.0,2784
211070.0,4553
211172.0,5138
211254.0,3764
211112.0,3960
211236.0,3592
211210.0,3790
211253.0,2688
211145.0,3623
211246.0,3502
211276.0,3045
211142.0,2388
211163.0,3468
211235.0,3626
211222.0,2736
211209.0,4026
211255.0,4360
211291.0,2547
211153.0,2813
211043.0,3436
211045.0,3618
211140.0,2420
211213.0,4143
211287.0,2474
211178.0,4597
211266.0,2680
211061.0,3737
211225.0,3029
211066.0,3975
